date,channel,campaign_name,spend_amount,impressions,clicks,ctr
2024-02-23,email,newsletter,0.0,6504,250,0.0385
2024-02-23,seo,organic_brand,0.0,3916,752,0.1921
2024-02-23,influencer,seasonal_collab,603.06,513583,10518,0.0205
2024-02-24,google_ads,always_on_search,1193.53,139733,5231,0.0374
2024-02-24,facebook_ads,always_on_social,1436.64,194097,2200,0.0113
2024-02-24,email,newsletter,0.0,8322,547,0.0658
2024-02-24,seo,organic_brand,0.0,5534,1110,0.2008
2024-02-24,influencer,seasonal_collab,633.88,384300,6423,0.0167
2024-02-25,google_ads,always_on_search,953.54,79833,1913,0.024
2024-02-25,facebook_ads,always_on_social,1167.7,125478,2417,0.0193
2024-02-25,email,newsletter,0.0,9353,643,0.0688
2024-02-25,seo,organic_brand,0.0,3718,815,0.2195
2024-02-25,influencer,seasonal_collab,260.86,164392,3484,0.0212
2024-02-26,google_ads,always_on_search,1456.01,134816,5381,0.0399
2024-02-26,facebook_ads,always_on_social,663.27,94739,1216,0.0128
2024-02-26,email,newsletter,0.0,7537,411,0.0546
2024-02-26,seo,organic_brand,0.0,3143,644,0.2049
2024-02-26,influencer,seasonal_collab,282.53,184804,3838,0.0208
2024-02-27,google_ads,always_on_search,1221.56,114412,4651,0.0407
2024-02-27,facebook_ads,always_on_social,1282.29,197636,2327,0.0118
2024-02-27,email,newsletter,0.0,5491,360,0.0657
2024-02-27,seo,organic_brand,0.0,3370,634,0.1882
2024-02-27,influencer,seasonal_collab,405.95,245396,6083,0.0248
2024-02-28,google_ads,always_on_search,1890.11,209617,8647,0.0413
2024-02-28,facebook_ads,always_on_social,1357.9,178525,1202,0.0067
2024-02-28,email,newsletter,0.0,5875,187,0.0319
2024-02-28,seo,organic_brand,0.0,2551,510,0.2001
2024-02-28,influencer,seasonal_collab,357.26,262014,4505,0.0172
2024-02-29,google_ads,always_on_search,1683.82,180978,4748,0.0262
2024-02-29,facebook_ads,always_on_social,1124.21,148568,1984,0.0134
2024-02-29,email,newsletter,0.0,8948,594,0.0664
2024-02-29,seo,organic_brand,0.0,4356,645,0.1482
2024-02-29,influencer,seasonal_collab,449.21,300883,4529,0.0151
2024-03-01,google_ads,always_on_search,1702.1,184802,3892,0.0211
2024-03-01,facebook_ads,always_on_social,1282.21,195156,2552,0.0131
2024-03-01,email,newsletter,0.0,10145,593,0.0585
2024-03-01,seo,organic_brand,0.0,3859,529,0.1371
2024-03-01,influencer,seasonal_collab,654.83,301255,8094,0.0269
2024-03-02,google_ads,always_on_search,1493.61,145624,4771,0.0328
2024-03-02,facebook_ads,always_on_social,1209.05,151942,1266,0.0083
2024-03-02,email,newsletter,0.0,7295,491,0.0674
2024-03-02,seo,organic_brand,0.0,4153,506,0.122
2024-03-02,influencer,seasonal_collab,457.05,259607,7590,0.0292
2024-03-03,google_ads,always_on_search,1009.33,116922,3605,0.0308
2024-03-03,facebook_ads,always_on_social,799.97,119807,1729,0.0144
2024-03-03,email,newsletter,0.0,7646,525,0.0687
2024-03-03,seo,organic_brand,0.0,3160,499,0.158
2024-03-03,influencer,seasonal_collab,700.93,330832,6145,0.0186
2024-03-04,google_ads,always_on_search,1716.71,157209,4037,0.0257
2024-03-04,facebook_ads,always_on_social,1336.69,134740,2416,0.0179
2024-03-04,email,newsletter,0.0,7279,567,0.078
2024-03-04,seo,organic_brand,0.0,4203,757,0.1803
2024-03-04,influencer,seasonal_collab,687.24,487989,9480,0.0194
2024-03-05,google_ads,always_on_search,1909.96,186340,6100,0.0327
2024-03-05,facebook_ads,always_on_social,1069.95,172038,2949,0.0171
2024-03-05,email,newsletter,0.0,7881,645,0.0819
2024-03-05,seo,organic_brand,0.0,4270,513,0.1203
2024-03-05,influencer,seasonal_collab,648.85,510551,6528,0.0128
2024-03-06,google_ads,always_on_search,1854.76,220594,5267,0.0239
2024-03-06,facebook_ads,always_on_social,789.79,89270,1195,0.0134
2024-03-06,email,newsletter,0.0,4919,302,0.0616
2024-03-06,seo,organic_brand,0.0,4136,548,0.1326
2024-03-06,influencer,seasonal_collab,505.95,257345,3812,0.0148
2024-03-07,google_ads,always_on_search,1299.15,95827,1922,0.0201
2024-03-07,facebook_ads,always_on_social,1228.56,172854,2265,0.0131
2024-03-07,email,newsletter,0.0,5002,428,0.0857
2024-03-07,seo,organic_brand,0.0,4318,664,0.154
2024-03-07,influencer,seasonal_collab,712.43,411094,5592,0.0136
2024-03-08,google_ads,always_on_search,942.17,74513,2736,0.0367
2024-03-08,facebook_ads,always_on_social,664.88,76167,745,0.0098
2024-03-08,email,newsletter,0.0,7277,497,0.0683
2024-03-08,seo,organic_brand,0.0,3529,709,0.2012
2024-03-08,influencer,seasonal_collab,621.63,352973,8174,0.0232
2024-03-09,google_ads,always_on_search,1120.23,125641,3807,0.0303
2024-03-09,facebook_ads,always_on_social,1362.63,166470,1007,0.0061
2024-03-09,email,newsletter,0.0,5435,386,0.071
2024-03-09,seo,organic_brand,0.0,2787,405,0.1453
2024-03-09,influencer,seasonal_collab,460.38,414114,6351,0.0153
2024-03-10,google_ads,always_on_search,1946.92,148268,5569,0.0376
2024-03-10,facebook_ads,always_on_social,1137.31,179855,2024,0.0113
2024-03-10,email,newsletter,0.0,8477,434,0.0512
2024-03-10,seo,organic_brand,0.0,5732,1138,0.1987
2024-03-10,influencer,seasonal_collab,291.33,259697,4452,0.0171
2024-03-11,google_ads,always_on_search,1983.87,231486,10271,0.0444
2024-03-11,facebook_ads,always_on_social,1474.91,188576,1932,0.0102
2024-03-11,email,newsletter,0.0,10359,507,0.049
2024-03-11,seo,organic_brand,0.0,4890,676,0.1384
2024-03-11,influencer,seasonal_collab,418.69,286042,7926,0.0277
2024-03-12,google_ads,always_on_search,1472.95,142996,3277,0.0229
2024-03-12,facebook_ads,always_on_social,1014.3,106199,1153,0.0109
2024-03-12,email,newsletter,0.0,7498,421,0.0562
2024-03-12,seo,organic_brand,0.0,5148,1004,0.1951
2024-03-12,influencer,seasonal_collab,635.02,511603,8856,0.0173
2024-03-13,google_ads,always_on_search,1860.75,209417,5541,0.0265
2024-03-13,facebook_ads,always_on_social,840.12,150793,2271,0.0151
2024-03-13,email,newsletter,0.0,8363,514,0.0615
2024-03-13,seo,organic_brand,0.0,4130,713,0.1727
2024-03-13,influencer,seasonal_collab,453.04,214747,2684,0.0125
2024-03-14,google_ads,always_on_search,937.15,76313,2284,0.0299
2024-03-14,facebook_ads,always_on_social,755.68,97070,756,0.0078
2024-03-14,email,newsletter,0.0,4497,270,0.0603
2024-03-14,seo,organic_brand,0.0,5300,902,0.1703
2024-03-14,influencer,seasonal_collab,307.87,204665,5204,0.0254
2024-03-15,google_ads,always_on_search,1026.61,114924,5688,0.0495
2024-03-15,facebook_ads,always_on_social,677.79,84640,1256,0.0149
2024-03-15,email,newsletter,0.0,8147,480,0.0589
2024-03-15,seo,organic_brand,0.0,3432,579,0.1688
2024-03-15,influencer,seasonal_collab,454.98,400889,7540,0.0188
2024-03-16,google_ads,always_on_search,1853.07,185579,9251,0.0499
2024-03-16,facebook_ads,always_on_social,1074.55,143463,2617,0.0182
2024-03-16,email,newsletter,0.0,4586,206,0.0451
2024-03-16,seo,organic_brand,0.0,4241,732,0.1727
2024-03-16,influencer,seasonal_collab,659.74,357758,10262,0.0287
2024-03-17,google_ads,always_on_search,1470.4,145405,4125,0.0284
2024-03-17,facebook_ads,always_on_social,1028.01,141340,1399,0.0099
2024-03-17,email,newsletter,0.0,7442,336,0.0452
2024-03-17,seo,organic_brand,0.0,4758,969,0.2039
2024-03-17,influencer,seasonal_collab,550.07,458530,6067,0.0132
2024-03-18,google_ads,always_on_search,1764.96,153623,3690,0.024
2024-03-18,facebook_ads,always_on_social,526.14,60744,1077,0.0177
2024-03-18,email,newsletter,0.0,7306,255,0.035
2024-03-18,seo,organic_brand,0.0,5857,787,0.1345
2024-03-18,influencer,seasonal_collab,419.25,196803,5486,0.0279
2024-03-19,google_ads,always_on_search,1218.17,105161,4104,0.039
2024-03-19,facebook_ads,always_on_social,921.72,132813,2405,0.0181
2024-03-19,email,newsletter,0.0,5873,485,0.0826
2024-03-19,seo,organic_brand,0.0,3734,586,0.1572
2024-03-19,influencer,seasonal_collab,710.17,539740,9031,0.0167
2024-03-20,google_ads,always_on_search,1736.5,139797,5386,0.0385
2024-03-20,facebook_ads,always_on_social,576.17,90870,895,0.0099
2024-03-20,email,newsletter,0.0,7648,231,0.0303
2024-03-20,seo,organic_brand,0.0,4276,861,0.2016
2024-03-20,influencer,seasonal_collab,389.45,354576,8799,0.0248
2024-03-21,google_ads,always_on_search,1295.69,134579,4075,0.0303
2024-03-21,facebook_ads,always_on_social,1057.54,171499,1212,0.0071
2024-03-21,email,newsletter,0.0,4587,332,0.0724
2024-03-21,seo,organic_brand,0.0,3166,414,0.131
2024-03-21,influencer,seasonal_collab,318.72,221337,6380,0.0288
2024-03-22,google_ads,always_on_search,871.68,104066,2849,0.0274
2024-03-22,facebook_ads,always_on_social,1135.96,125956,1162,0.0092
2024-03-22,email,newsletter,0.0,4739,337,0.0713
2024-03-22,seo,organic_brand,0.0,5335,1109,0.208
2024-03-22,influencer,seasonal_collab,291.09,245997,6141,0.025
2024-03-23,google_ads,always_on_search,1914.46,168352,4080,0.0242
2024-03-23,facebook_ads,always_on_social,898.95,115676,2067,0.0179
2024-03-23,email,newsletter,0.0,6956,384,0.0553
2024-03-23,seo,organic_brand,0.0,5285,1157,0.2191
2024-03-23,influencer,seasonal_collab,632.35,610269,9422,0.0154
2024-03-24,google_ads,always_on_search,1906.52,201452,4512,0.0224
2024-03-24,facebook_ads,always_on_social,663.66,77581,1092,0.0141
2024-03-24,email,newsletter,0.0,5529,278,0.0504
2024-03-24,seo,organic_brand,0.0,4949,932,0.1883
2024-03-24,influencer,seasonal_collab,306.32,277401,7013,0.0253
2024-03-25,google_ads,always_on_search,1454.1,105971,2198,0.0207
2024-03-25,facebook_ads,always_on_social,816.86,121752,860,0.0071
2024-03-25,email,newsletter,0.0,7632,313,0.0411
2024-03-25,seo,organic_brand,0.0,4576,744,0.1628
2024-03-25,influencer,seasonal_collab,482.33,281786,5194,0.0184
2024-03-26,google_ads,always_on_search,1805.21,143849,5583,0.0388
2024-03-26,facebook_ads,always_on_social,1232.93,189314,2121,0.0112
2024-03-26,email,newsletter,0.0,9330,599,0.0642
2024-03-26,seo,organic_brand,0.0,5256,1077,0.205
2024-03-26,influencer,seasonal_collab,233.43,112637,2273,0.0202
2024-03-27,google_ads,always_on_search,1958.01,168495,7040,0.0418
2024-03-27,facebook_ads,always_on_social,1339.85,141469,1126,0.008
2024-03-27,email,newsletter,0.0,5552,260,0.047
